algo,step,src,dst,demand,reason,path,path_latency_ms,max_latency_ms
heuristic_no_delay,0,A,B,0.0,no_path,,,5.456390370053385
heuristic_no_delay,0,B,A,0.0,no_path,,,5.456390370053385
heuristic_no_delay,0,A,C,0.0,no_path,,,5.892674319949821
heuristic_no_delay,0,C,A,0.0,no_path,,,5.892674319949821
heuristic_no_delay,0,A,D,0.0,no_path,,,6.153969148319331
heuristic_no_delay,0,D,A,0.0,no_path,,,6.153969148319331
heuristic_no_delay,0,A,E,0.0,no_path,,,4.34096526891843
heuristic_no_delay,0,E,A,0.0,no_path,,,4.34096526891843
heuristic_no_delay,0,A,F,0.0,no_path,,,4.394041478029575
heuristic_no_delay,0,F,A,0.0,no_path,,,4.394041478029575
heuristic_no_delay,0,A,G,0.0,no_path,,,4.755875947139817
heuristic_no_delay,0,G,A,0.0,no_path,,,4.755875947139817
heuristic_no_delay,0,A,H,0.0,no_path,,,7.952511090152994
heuristic_no_delay,0,H,A,0.0,no_path,,,7.952511090152994
heuristic_no_delay,0,A,I,0.0,no_path,,,6.539955022601984
heuristic_no_delay,0,I,A,0.0,no_path,,,6.539955022601984
heuristic_no_delay,0,A,J,0.0,no_path,,,6.772591042635407
heuristic_no_delay,0,J,A,0.0,no_path,,,6.772591042635407
heuristic_no_delay,0,A,K,0.0,no_path,,,6.762317289207088
heuristic_no_delay,0,K,A,0.0,no_path,,,6.762317289207088
heuristic_no_delay,0,A,L,10.6624540347035,no_path,,,4.908884416146553
heuristic_no_delay,0,L,A,10.6624540347035,no_path,,,4.908884416146553
heuristic_no_delay,0,A,M,0.0,no_path,,,5.737660279871998
heuristic_no_delay,0,M,A,0.0,no_path,,,5.737660279871998
heuristic_no_delay,0,A,N,0.0,no_path,,,7.643249137482382
heuristic_no_delay,0,N,A,0.0,no_path,,,7.643249137482382
heuristic_no_delay,0,A,O,0.0,no_path,,,6.324734492897756
heuristic_no_delay,0,O,A,0.0,no_path,,,6.324734492897756
heuristic_no_delay,0,B,C,0.0,no_path,,,4.837015942755758
heuristic_no_delay,0,C,B,0.0,no_path,,,4.837015942755758
heuristic_no_delay,0,B,D,0.0,no_path,,,6.729372460378465
